episode,environment_steps,learning_steps,epsilon,mean_loss,train_return,validation_return,validation_mdd,selection_value,best_episode
45,49185,48930,0.05,6.752721063007674e-05,59.211117759999965,-0.03583212700000038,0.13360249700000004,-0.03583212700000038,1
46,50278,50023,0.05,7.404749101845816e-05,69.49174087525,0.0772557730000003,0.13422024363528207,0.0772557730000003,1
47,51371,51116,0.05,8.360011448424203e-05,61.83863684399996,0.13248542399999974,0.08411102703359952,0.13248542399999974,1
48,52464,52209,0.05,6.828579865830716e-05,83.770088129,0.06365266100000033,0.1558158755356276,0.06365266100000033,1
49,53557,53302,0.05,6.891018385426387e-05,66.30008745675003,-0.009447655000000443,0.1544469319721965,-0.009447655000000443,1
50,54650,54395,0.05,6.987706131357685e-05,70.77686232049999,-0.08227622600000128,0.18639703442202082,-0.08227622600000128,1
51,55743,55488,0.05,7.379609609264195e-05,77.70620218924999,0.0005237909999988855,0.0989942525058285,0.0005237909999988855,1
52,56836,56581,0.05,8.88476102192172e-05,55.786430003999975,-0.029651044500000445,0.1278222027152368,-0.029651044500000445,1
53,57929,57674,0.05,7.639581057719708e-05,69.28638010474998,-0.011027728500000777,0.15370943590340624,-0.011027728500000777,1
54,59022,58767,0.05,7.461027795142843e-05,51.42029118599998,-0.047931689000000666,0.13200715997040213,-0.047931689000000666,1
55,60115,59860,0.05,7.201901954004507e-05,83.09599106525,-0.02568593400000152,0.09702220789748184,-0.02568593400000152,1
56,61208,60953,0.05,7.040372282991524e-05,57.715847626499986,-0.09478203650000017,0.15575087075193006,-0.09478203650000017,1
57,62301,62046,0.05,8.207806897151308e-05,88.88688273125,0.07263033799999996,0.07699254140075351,0.07263033799999996,1
58,63394,63139,0.05,7.875272305435998e-05,66.84538807774994,0.02858839450000028,0.13807275892668713,0.02858839450000028,1
59,64487,64232,0.05,6.621223285989491e-05,67.57492081750003,-0.08532763149999956,0.15559668785544445,-0.08532763149999956,1
60,65580,65325,0.05,6.721230232502066e-05,65.80098674125004,-0.03260701900000018,0.1284528255871935,-0.03260701900000018,1
61,66673,66418,0.05,6.980126957196703e-05,86.67659749924998,-0.05181306199999969,0.15924092062980966,-0.05181306199999969,1
62,67766,67511,0.05,7.205477579918474e-05,74.60957605275009,0.0050986584999999085,0.10475991262151163,0.0050986584999999085,1
63,68859,68604,0.05,8.128589675719688e-05,80.34467134725004,-0.08274010050000069,0.1756369270804654,-0.08274010050000069,1
64,69952,69697,0.05,7.04693715787307e-05,79.03521944749988,-0.07148464400000032,0.18552328072384894,-0.07148464400000032,1
65,71045,70790,0.05,6.97780235921857e-05,76.58123013824996,0.0007312695000010194,0.1284206354531865,0.0007312695000010194,1
66,72138,71883,0.05,6.736298711264394e-05,78.69341303125002,-0.06371697600000015,0.1687314195205214,-0.06371697600000015,1
67,73231,72976,0.05,6.746880874170187e-05,102.11819294800007,-0.158678557,0.19352214550995506,-0.158678557,1
68,74324,74069,0.05,8.096554870192134e-05,98.48517755925002,-0.10556318900000028,0.1881920276871062,-0.10556318900000028,1
69,75417,75162,0.05,7.339563911912069e-05,91.41473723574991,-0.2132770869999996,0.26361541999976756,-0.2132770869999996,1
70,76510,76255,0.05,6.990375767244888e-05,93.07875119374994,-0.2011614104999997,0.24413946851700652,-0.2011614104999997,1
71,77603,77348,0.05,7.077337597926681e-05,70.45718923150004,-0.17466762299999972,0.21000865531783952,-0.17466762299999972,1
72,78696,78441,0.05,6.891162703429904e-05,74.53625957375002,-0.04655160350000109,0.13405786689917187,-0.04655160350000109,1
73,79789,79534,0.05,7.717561340478338e-05,62.381290921249985,0.05026702599999955,0.15158496567080193,0.05026702599999955,1
74,80882,80627,0.05,7.855098852800012e-05,66.40275470300001,0.007231922999999751,0.06740041173886513,0.007231922999999751,1
75,81975,81720,0.05,7.006968799024299e-05,61.75256718275001,-0.15378807599999955,0.1986912478793733,-0.15378807599999955,1
76,83068,82813,0.05,6.881332681076167e-05,68.79804806599998,-0.02270535699999998,0.11655463987334436,-0.02270535699999998,1
77,84161,83906,0.05,6.64742123406795e-05,65.38122470424997,0.023293765500000063,0.11978538706251773,0.023293765500000063,1
78,85254,84999,0.05,6.658028919283963e-05,78.96022642650001,0.02111744300000029,0.10587732523273574,0.02111744300000029,1
79,86347,86092,0.05,8.27407226481855e-05,73.22962644849997,-0.0016526019999990593,0.13952205104916182,-0.0016526019999990593,1
80,87440,87185,0.05,7.215847442380091e-05,75.69007695524995,-0.11184481000000035,0.18232009418254036,-0.11184481000000035,1
81,88533,88278,0.05,6.628800649482155e-05,70.67529020874994,-0.05035443250000049,0.1846466394711278,-0.05035443250000049,1
82,89626,89371,0.05,6.795106792205069e-05,71.56389011799999,-0.05230760699999948,0.19002564018669676,-0.05230760699999948,1
83,90719,90464,0.05,6.730902145401107e-05,84.67938424525,-0.09883646049999928,0.17809078739428663,-0.09883646049999928,1
84,91812,91557,0.05,7.79409278319909e-05,61.68272210025,-0.09301915450000053,0.16190001104570562,-0.09301915450000053,1
85,92905,92650,0.05,7.16614581705998e-05,86.17625552874999,-0.14740923599999978,0.20319444544169485,-0.14740923599999978,1
86,93998,93743,0.05,6.932750384061205e-05,58.71431296524997,-0.09351024700000021,0.20378360552031138,-0.09351024700000021,1
87,95091,94836,0.05,6.445354640416675e-05,73.081690921,-0.10058353000000042,0.16902223684148843,-0.10058353000000042,1
88,96184,95929,0.05,6.386320350336545e-05,82.73809791524994,-0.07940242800000086,0.18557211958991593,-0.07940242800000086,1
89,97277,97022,0.05,6.807242535321198e-05,92.7749568065,-0.01701195350000062,0.16076622257483397,-0.01701195350000062,1
90,98370,98115,0.05,6.909803746695445e-05,71.04404042700001,-0.06629814600000028,0.1012226425010575,-0.06629814600000028,1
91,99463,99208,0.05,6.113667315825569e-05,78.01317874149998,-0.0865382664999984,0.17092145779188528,-0.0865382664999984,1
92,100556,100301,0.05,6.385334099940281e-05,71.49218101400002,-0.017553945500000223,0.14458647087987464,-0.017553945500000223,1
93,101649,101394,0.05,6.122420483471513e-05,113.74973350399999,-0.08331542299999928,0.17358964544604605,-0.08331542299999928,1
94,102742,102487,0.05,6.159633237632149e-05,102.31150728999998,-0.0005793544999989075,0.15678915152775252,-0.0005793544999989075,1
95,103835,103580,0.05,7.624937491720033e-05,94.87600775299991,-0.07019813649999962,0.14000395703847013,-0.07019813649999962,1
96,104928,104673,0.05,6.410723760231486e-05,90.86228482950001,-0.03324898600000015,0.1723997511045,-0.03324898600000015,1
97,106021,105766,0.05,6.312954478024586e-05,81.86444749750001,0.030768470999999575,0.18138063782739422,0.030768470999999575,1
98,107114,106859,0.05,5.708797297562676e-05,98.60112626125006,-0.10646870100000039,0.24573390291798358,-0.10646870100000039,1
99,108207,107952,0.05,6.0030358789564776e-05,101.40398151049996,0.03305686499999827,0.12871379826584284,0.03305686499999827,1
100,109300,109045,0.05,7.008417846839696e-05,78.02292090975003,-0.07677064599999994,0.18462348578019283,-0.07677064599999994,1
